Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,playerid,MLBAMID
Jake Bird,COL,3,3,0,70,3,89.1,7.757463791,2.720149641,0.604477698,0.333333333,0.67725753,0.529629629,0.083333333,,4.332090169,4.48,3.546085177,4.005503074,1.446312323,Jake Bird,21267,656234
A.J. Minter,ATL,3,6,10,70,0,64.2,11.41237293,2.922680872,0.835051678,0.331125828,0.71428571,0.35064935,0.09090909,96.00163281,3.75773255,3.3,2.8993702,3.38062619,1.425829887,A.J. Minter,18655,621345
Brusdar Graterol,LAD,4,2,7,68,1,67.1,6.415842069,1.603960517,0.400990129,0.260416667,0.84394904,0.643979057,0.068181818,98.64970129,1.202970388,3.06,3.032268065,3.533468259,1.398038402,Brusdar Graterol,20367,660813
Nick Martinez,SDP,6,4,1,63,9,110.1,8.646526078,3.26284003,0.978852009,0.29,0.77476038,0.537704918,0.139534883,93.53187369,3.425982031,3.98,3.91667181,3.791489788,1.391108036,Nick Martinez,12730,607259
Danny Coulombe,BAL,5,3,2,61,0,51.1,10.1688352,2.103896938,0.701298979,0.305970149,0.78651685,0.437037037,0.078431372,91.35915799,2.805195917,3.06,2.826468761,3.456097701,1.382100582,Danny Coulombe,13293,543056
Pete Fairbanks,TBR,2,4,25,49,0,45.1,13.50000151,3.970588681,0.595588302,0.258426966,0.7860262,0.488888888,0.111111111,98.99991391,2.580882643,2.62,2.703569709,2.827992459,1.34653306,Pete Fairbanks,17998,664126
José Alvarado,PHI,0,2,10,42,0,41.1,13.9354843,3.919354959,0.653225827,0.310344828,0.75342466,0.539325842,0.136363636,99.05479431,1.741935537,2.73,2.40826614,2.344727555,1.318750262,Jose Alvarado,17780,621237
Hunter Harvey,WSN,4,4,10,57,0,60.2,9.939562106,1.928571752,1.038461713,0.253424658,0.77235772,0.434210526,0.122807017,98.37625027,2.818681791,3.33,3.288007398,3.341431308,1.309471369,Hunter Harvey,15507,640451
Brent Suter,COL,4,3,0,57,2,69.1,7.139423601,3.245192546,0.389423105,0.300970874,0.64189189,0.465346534,0.044776119,,3.375000248,3.23,3.442540373,4.477750558,1.307516852,Brent Suter,13942,608718
Caleb Ferguson,LAD,7,4,3,68,7,60.1,10.44199082,3.430939841,0.59668519,0.363636364,0.72706935,0.49090909,0.09090909,95.87523258,3.430939841,3.85,3.337913303,3.681794201,1.301434204,Caleb Ferguson,19349,657571
Shawn Armstrong,TBR,1,0,0,39,6,52,9.346154532,1.903846294,0.346153872,0.25,0.80912863,0.384057971,0.035714285,94.60510473,1.384615486,2.65,2.543501846,3.824034598,1.296147883,Shawn Armstrong,12857,542888
J.P. France,HOU,11,6,0,24,23,136.1,6.667481678,3.102689494,1.254278732,0.288834951,0.76683292,0.427906976,0.118012422,93.04735302,3.828850865,4.86,4.663353321,4.804108571,1.289758042,J.P. France,21212,641585
Kevin Ginkel,ARI,9,1,4,60,0,65.1,9.64285902,3.168367964,0.413265387,0.243589744,0.67961165,0.503144654,0.056603773,95.72442434,2.479592319,3.09,2.857081098,3.601381901,1.278422952,Kevin Ginkel,19876,656464
Tim Mayza,TOR,3,1,1,69,0,53.1,8.943753412,2.531250966,0.337500129,0.331034483,0.88424437,0.58219178,0.071428571,,1.518750579,3.38,2.598790109,2.979299925,1.259738207,Tim Mayza,15042,641835
Julio Urías,LAD,11,8,0,21,21,117.1,8.974432207,1.840909171,1.840909171,0.282958199,0.74723247,0.370820668,0.161073825,92.86554622,4.602272927,4.16,4.686858603,4.127336517,1.238222718,Julio Urias,14765,628711
Andrew Heaney,TEX,10,6,0,34,28,147.1,9.223982637,3.665158664,1.404977488,0.302267003,0.76880531,0.400479616,0.132183908,92.53287955,4.153846485,4.55,4.660017847,4.583207017,1.236059651,Andrew Heaney,15423,571760
Dustin May,LAD,4,1,0,9,9,48,6.375,3,0.1875,0.208955224,0.72368421,0.451851851,0.021276595,97.55320548,2.625,3.4,3.234207026,4.582280619,1.234876037,Dustin May,19716,669160
Andrés Muñoz,SEA,4,7,13,52,0,49,12.30612341,4.040816641,0.367346967,0.330434783,0.73208723,0.589743589,0.071428571,99.16866784,2.938775739,2.97,2.704019908,3.118180127,1.228720784,Andres Munoz,20373,662253
Kevin Kelly,TBR,5,2,1,57,0,67,7.522389773,2.014925832,0.268656778,0.264248705,0.67819149,0.476923076,0.03125,91.80096436,3.089552942,3.3,3.090861218,4.282122866,1.224045992,Kevin Kelly,25679,687330
Griffin Jax,MIN,6,10,4,71,0,65.1,9.367347668,2.617347143,0.688775564,0.297752809,0.68918919,0.555555555,0.094339622,96.51870117,3.857143157,2.86,3.224428112,3.570769613,1.214953423,Griffin Jax,20253,643377
David Robertson,- - -,6,6,18,62,0,65.1,10.7448988,3.443877819,0.964285789,0.294871795,0.74438202,0.43125,0.104477611,,3.030612481,3.25,3.545856709,3.848528684,1.207871974,David Robertson,8241,502085
Evan Phillips,LAD,2,4,24,62,0,61.1,9.684783412,1.907608854,0.880434856,0.219178082,0.76754386,0.426666666,0.109090909,96.47376448,2.054347996,3.11,3.157214264,3.368100366,1.206831574,Evan Phillips,17734,623465
Tanner Houck,BOS,6,10,0,21,21,106,8.405660377,3.481132075,1.188679245,0.297029703,0.68493151,0.53015873,0.16091954,94.11611106,5.009433962,4.21,4.434285643,4.074300761,1.20502007,Tanner Houck,19879,656557
JoJo Romero,STL,4,2,3,27,0,36.2,10.3090927,2.45454588,0.245454588,0.301075269,0.59585492,0.591397849,0.055555555,95.30930032,3.68181882,2.82,2.218676543,2.675776575,1.203904867,JoJo Romero,19574,668941
MacKenzie Gore,WSN,7,10,0,27,27,136.1,9.968215531,3.762836326,1.782396155,0.309248555,0.7846952,0.387533875,0.182432432,95.10086877,4.42298305,5.2,4.890737242,4.111001709,1.201536417,MacKenzie Gore,22201,669022
Joel Payamps,MIL,7,5,3,69,0,70.2,9.806605185,2.165094651,1.018868071,0.272222222,0.81120944,0.459459459,0.114285714,95.46761209,2.547170178,3.23,3.481455486,3.647511493,1.190991163,Joel Payamps,14332,606303
Dylan Floro,- - -,5,6,7,62,0,56.2,9.211766049,2.700000394,0.476470658,0.401197605,0.65268065,0.544378698,0.085714285,92.34637608,4.764706577,3.35,2.955040316,3.287992918,1.182901412,Dylan Floro,13394,571670
Emilio Pagán,MIN,5,2,1,66,1,69.1,8.437501547,2.725962038,0.649038581,0.220994475,0.68333333,0.315217391,0.053191489,95.79246456,2.985577471,3.66,3.269463439,4.573527114,1.178116325,Emilio Pagan,14771,641941
Justin Lawrence,COL,4,7,11,69,0,75,9.360001904,4.320000879,0.600000122,0.3,0.7029703,0.485,0.080645161,,3.720000757,3.74,3.761707129,4.261811348,1.17003119,Justin Lawrence,17639,664875
Sam Moll,- - -,2,3,1,70,1,62.1,9.818185323,4.331552348,0.288770157,0.279503106,0.7635468,0.512345679,0.038461538,94.15687579,3.032086644,2.84,3.271083146,4.233237894,1.158107154,Sam Moll,14874,594580
Ian Hamilton,NYY,3,2,2,39,3,58,10.70689796,4.034483289,0.310344868,0.309352518,0.77247191,0.553191489,0.064516129,96.34151568,2.637931381,3.48,2.82400582,3.259418022,1.154147465,Ian Hamilton,19261,641656
Jordan Romano,TOR,5,7,36,59,0,59,10.98305227,3.661017423,0.915254356,0.291666667,0.82317073,0.364864864,0.089552238,96.70826186,2.89830546,3.25,3.458430216,4.013931432,1.153829694,Jordan Romano,16122,605447
Sean Manaea,SFG,7,6,1,37,10,117.2,9.790369118,3.212464867,1.070821622,0.293159609,0.63988095,0.408805031,0.118644067,93.57365784,4.436261007,4.21,3.900932767,4.012226037,1.150171936,Sean Manaea,15873,640455
Will Vest,DET,2,1,2,48,4,48.1,10.42758854,2.420690196,0.558620815,0.291338583,0.71721311,0.449612403,0.063829787,95.38247009,2.979311011,3.11,2.551591926,3.352437604,1.149500698,Will Vest,19769,676684
Tyler Anderson,LAA,6,6,0,27,25,141,7.595744732,4.085106411,1.276595753,0.30071599,0.67195767,0.309468822,0.096153846,90.16304023,5.425531952,4.96,4.921707037,5.516722395,1.14305795,Tyler Anderson,12880,542881
Zack Littell,- - -,3,6,0,28,14,90,7.400000549,1.200000089,1.300000096,0.293478261,0.72984749,0.425087108,0.119266055,94.13172756,4.100000304,4.24,4.021707083,4.146321994,1.138955561,Zack Littell,15823,641793
Gavin Williams,CLE,3,5,0,16,16,82,8.890243902,4.06097561,0.87804878,0.269767442,0.782881,0.381165919,0.091954022,95.79148672,3.292682927,4.21,4.047723286,4.533596489,1.13496995,Gavin Williams,30122,668909
Kyle Freeland,COL,6,14,0,29,29,155.2,5.434689863,2.428265683,1.676659638,0.309197652,0.70749736,0.399624765,0.136792452,89.03742816,5.029978915,5.7,5.297867045,5.127699402,1.134107828,Kyle Freeland,16256,607536
Ryan Brasier,- - -,3,0,2,59,0,59.2,8.446928004,2.865922001,0.452514,0.248407643,0.66889632,0.4375,0.053571428,96.00299714,3.016760002,3.55,3.137721915,4.035839829,1.131692808,Ryan Brasier,5615,518489
Chris Stratton,- - -,2,1,1,64,0,82.2,8.818550286,2.72177478,0.870967929,0.274774775,0.67216981,0.385964912,0.076923076,93.15661159,3.919355683,3.58,3.533266226,4.355225061,1.125468977,Chris Stratton,13761,608717
Colin Poche,TBR,12,3,1,66,0,60.2,9.049452067,3.560440157,0.593406693,0.243589744,0.81433225,0.339743589,0.052631578,92.66653711,2.225275098,2.65,3.337457956,4.55154717,1.125454187,Colin Poche,19403,621363
Edward Cabrera,MIA,7,7,0,22,20,99.2,10.65551846,5.959866259,0.993311043,0.285106383,0.75414781,0.542857142,0.139240506,96.27167058,4.244147184,3.77,4.42895341,4.304687074,1.124378605,Edward Cabrera,21690,665795
Craig Kimbrel,PHI,8,6,23,71,0,69,12.26086957,3.652173913,1.304347826,0.23943662,0.77419355,0.335526315,0.144927536,95.95663752,3.260869565,3.28,3.805764997,3.57505878,1.121195674,Craig Kimbrel,6655,518886
Zack Greinke,KCR,2,15,0,30,27,142.1,6.133489516,1.454332566,1.580796267,0.29954955,0.68666667,0.431330472,0.147928994,89.71707101,5.058548055,5.06,4.744501731,4.42424257,1.108583796,Zack Greinke,1943,425844
Will Smith,TEX,2,7,22,60,0,57.1,8.633722845,2.668605243,0.784883895,0.261744966,0.55555556,0.296052631,0.069444444,92.36332775,4.395349812,3.35,3.359691545,4.302273027,1.088053107,Will Smith,8048,519293
Kenley Jansen,BOS,3,6,29,51,0,44.2,10.47761254,3.425373329,1.007462744,0.3125,0.73076923,0.226086956,0.076923076,,3.626865878,3.14,3.658025457,4.608798586,1.087876081,Kenley Jansen,3096,445276
Jordan Hicks,- - -,3,9,12,65,0,65.2,11.10152424,4.385787354,0.548223419,0.323170732,0.7208238,0.583333333,0.108108108,100.3424235,3.289340516,3.3,3.224583503,3.364289331,1.087539226,Jordan Hicks,19618,663855
David Peterson,NYM,3,8,0,27,21,111,10.37837847,4.054054089,1.297297308,0.369863014,0.73604061,0.546052631,0.210526315,92.87218366,5.02702707,4.96,4.33612145,3.594272194,1.087442026,David Peterson,20302,656849
Ryan Pressly,HOU,4,5,31,65,0,65.1,10.19387834,2.204081804,1.102040902,0.272189349,0.63545151,0.548022598,0.148148148,94.66217163,3.581632932,3.61,3.362183225,3.13689231,1.078918457,Ryan Pressly,7005,519151
Sam Hentges,CLE,3,2,0,56,0,52.1,9.630574886,3.095541928,0.343949103,0.346938776,0.68914956,0.587837837,0.074074074,95.72977401,3.611465582,4.13,2.643575287,2.999763196,1.077394962,Sam Hentges,18548,656529
Jhoan Duran,MIN,3,6,27,59,0,62.1,12.12834324,3.609625963,0.866310231,0.294117647,0.75075075,0.659420289,0.2,101.8260005,2.454545655,2.6,3.206912013,2.751305868,1.071541071,Jhoan Duran,21029,661395
Justin Topa,SEA,5,4,3,75,0,69,7.956522619,2.347826347,0.521739188,0.295336788,0.73298429,0.567010309,0.083333333,,2.608695941,2.97,3.153591073,3.55012567,1.068456531,Justin Topa,15145,623437
Wade Miley,MIL,9,4,0,23,23,120.1,5.908587507,2.842105383,1.196675951,0.234463277,0.81632653,0.462809917,0.116788321,90.47651394,3.141274371,4.33,4.69271355,4.846529543,1.067929745,Wade Miley,8779,489119
Zack Thompson,STL,5,7,0,25,9,66.1,9.768845251,3.391960157,1.08542725,0.338888889,0.71933962,0.440217391,0.13114754,93.85240399,4.477387407,4.58,3.873130877,3.825710626,1.067891225,Zack Thompson,25918,668868
Dauri Moreta,PIT,5,2,1,55,0,58,11.79310578,3.724138666,0.620689778,0.265151515,0.66225166,0.395522388,0.06557377,95.25192237,3.724138666,3.02,2.927454088,3.769772478,1.048349738,Dauri Moreta,21101,664294
James Paxton,BOS,7,5,0,19,19,96,9.46875,3.09375,1.6875,0.291828794,0.74902724,0.426470588,0.178217821,95.28319887,4.5,3.77,4.682123693,3.984087517,1.033037543,James Paxton,11828,572020
Scott Barlow,- - -,2,6,13,63,0,68,10.45588353,4.500000505,0.529411824,0.322033898,0.64618644,0.429378531,0.070175438,93.17674974,4.367647549,3.77,3.416805084,4.037997065,1.023590535,Scott Barlow,14993,605130
Raisel Iglesias,ATL,5,4,33,58,0,55.2,10.99401248,2.425149811,1.131736579,0.312056738,0.76512456,0.428571428,0.122807017,95.10170201,2.74850312,3.16,3.255040359,3.313262817,1.016139507,Raisel Iglesias,17130,628452
Hoby Milner,MIL,2,1,0,73,0,64.1,8.253888621,1.818653425,0.699482086,0.25433526,0.84210526,0.508571428,0.083333333,89.01563491,1.818653425,2.95,3.130687989,3.662311554,1.013633728,Hoby Milner,13346,571948
Domingo Germán,NYY,5,7,0,20,19,108.2,9.441718012,2.815950986,1.656441757,0.233333333,0.65263158,0.394463667,0.17094017,92.43250258,4.555214831,4.3,4.653813398,4.04131788,0.996728316,Domingo German,17149,593334
Trevor Gott,- - -,0,5,1,64,0,58,9.620691237,2.948276347,0.620689757,0.343023256,0.64676617,0.40229885,0.061538461,93.6231615,4.189655861,3.48,3.203316213,4.159658853,0.994601995,Trevor Gott,15046,641627
Anthony DeSclafani,SFG,4,8,0,19,18,99.2,7.133779651,1.806020165,1.354515124,0.299003322,0.64814815,0.414790996,0.141509433,93.27707031,4.876254445,5.16,4.348685904,4.150578394,0.986511134,Anthony DeSclafani,13050,543101
Yimi García,TOR,3,4,3,73,0,66,10.77272976,2.045455018,1.090909343,0.33908046,0.69010417,0.455056179,0.150943396,95.94598673,4.090910037,3.48,3.391404027,3.143337954,0.96754247,Yimi Garcia,12095,554340
Robert Stephenson,- - -,3,4,1,60,0,52.1,13.24204071,2.751592875,1.375796437,0.22,0.74712644,0.345794392,0.156862745,96.9358724,3.095541984,2.73,3.216823792,2.840790717,0.959683567,Robert Stephenson,13594,596112
Ian Gibaut,CIN,8,4,3,74,0,75.2,8.207050389,3.330397259,0.951542074,0.291866029,0.75723831,0.399061032,0.1,95.2964459,3.330397259,3.74,4.074423812,4.448011658,0.938259959,Ian Gibaut,17871,664139
Tyler Holton,DET,3,2,1,59,1,85.1,7.804688663,1.898437783,0.949218891,0.211711712,0.86538462,0.45614035,0.111111111,91.57977644,2.109375314,3.5,3.559727905,3.75802667,0.93535706,Tyler Holton,26231,663947
Bryan Woo,SEA,4,5,0,18,18,87.2,9.547528794,3.182509598,1.334600799,0.273127753,0.7278481,0.403361344,0.134020618,95.17377051,4.209125597,3.45,4.36150427,4.263121607,0.932599127,Bryan Woo,30279,693433
Trevor Stephan,CLE,7,7,2,71,0,68.2,9.830098544,3.407767495,0.786407883,0.313186813,0.68925234,0.416216216,0.078947368,95.12078212,4.063107398,4.51,3.560865648,4.254866721,0.930937171,Trevor Stephan,19932,663986
Lucas Giolito,- - -,8,15,0,33,33,184.1,9.96021717,3.56419536,2.001808353,0.274089936,0.72830579,0.361660079,0.177489177,93.29917779,4.882459397,4.61,5.267698622,4.448119522,0.928597271,Lucas Giolito,15474,608337
A.J. Puk,MIA,7,5,15,58,0,56.2,12.38823752,2.064706253,1.588235579,0.316546763,0.72727273,0.44217687,0.169491525,95.86386235,3.970588948,3.04,3.590334537,3.017647731,0.923940897,A.J. Puk,19343,640462
Gregory Soto,PHI,3,4,3,69,0,60.1,9.69613464,3.281768647,0.895027813,0.264516129,0.59105431,0.512658227,0.107142857,98.89925804,4.624310367,2.79,3.586532142,3.828317246,0.923860133,Gregory Soto,19677,642397
Colin Holderman,PIT,0,3,2,58,0,56,9.321429841,3.214286152,0.64285723,0.326923077,0.72829132,0.528301886,0.086956521,,3.857143383,3.61,3.29075465,3.720293649,0.915544569,Colin Holderman,22361,670059
Carlos Estévez,LAA,5,5,31,63,0,62.1,11.262033,4.475936194,1.01069527,0.34375,0.72562358,0.307228915,0.089743589,97.08361346,3.89839604,4.07,3.944879988,4.553887045,0.913806677,Carlos Estevez,14542,608032
Ryan Feltner,COL,2,4,0,10,10,43.1,7.892308619,5.815385298,0.415384664,0.328244275,0.63711911,0.436090225,0.044444444,95.08474746,5.815385298,4.64,4.178117391,5.295059728,0.897663951,Ryan Feltner,21446,663372
Austin Gomber,COL,9,9,0,27,27,139,5.633093525,2.784172662,1.683453237,0.310810811,0.70276498,0.4164859,0.148571428,90.81884816,5.503597122,5.74,5.42770223,5.077605517,0.888305962,Austin Gomber,16561,596295
Andrew Nardi,MIA,8,1,3,63,0,57.1,11.45930487,3.296512359,1.098837453,0.287878788,0.86378738,0.437956204,0.14,94.58872288,2.668605243,2.77,3.603877646,3.458544841,0.887400985,Andrew Nardi,25942,677053
Brock Stewart,MIN,2,0,1,28,0,27.2,12.6867499,3.578314075,0.32530128,0.315789474,0.97972973,0.368421052,0.041666666,97.386503,0.650602559,2.42,2.206847348,3.171200898,0.869915485,Brock Stewart,16727,592779
Nestor Cortes,NYY,5,2,0,12,12,63.1,9.521052823,2.84210532,1.563157926,0.290909091,0.69069069,0.262857142,0.11,91.68382394,4.97368431,3.66,4.486619332,4.839280003,0.86724627,Nestor Cortes,17874,641482
José Leclerc,TEX,0,2,4,57,0,57,10.57894949,4.421053519,0.789473843,0.244274809,0.8,0.294117647,0.064935064,95.13155456,2.684211065,3.16,3.623461486,4.716586005,0.866445661,Jose Leclerc,14524,600917
Nick Anderson,ATL,4,0,1,35,0,35.1,9.169811651,2.292452913,0.764150971,0.290322581,0.7183908,0.416666666,0.078947368,94.43845518,3.056603884,3.66,3.085229033,3.75958849,0.866373718,Nick Anderson,18337,623433
Héctor Neris,HOU,6,3,2,71,0,68.1,10.14146417,4.082927133,0.921951288,0.219354839,0.90490798,0.318471337,0.086419753,93.05832741,1.712195249,3.33,3.825772109,4.453891552,0.857600689,Hector Neris,11804,593576
Matthew Boyd,DET,5,5,0,15,15,71,9.253522121,3.169014425,1.394366347,0.302083333,0.62034739,0.388059701,0.126436781,91.64313122,5.450704811,4.24,4.353632027,4.365485586,0.854604244,Matthew Boyd,15440,571510
Ryan Yarbrough,- - -,8,7,2,25,9,89.2,6.724907397,1.405204531,1.304832779,0.301818182,0.73146293,0.39084507,0.111111111,87.14145158,4.516728849,4.39,4.381434467,4.654023573,0.852439396,Ryan Yarbrough,16502,642232
Javier Assad,CHC,5,3,0,32,10,109.1,7.737805508,3.375000275,1.070122038,0.268456376,0.83333333,0.469055374,0.122641509,93.15431141,3.045731955,4.64,4.288577029,4.345790015,0.852409631,Javier Assad,21741,665871
Drew Smyly,CHC,11,11,0,41,23,142.1,8.915691663,3.540983923,1.64402825,0.304785894,0.69524913,0.347721822,0.142076502,,4.995316606,4.13,4.955274703,4.706305391,0.851116508,Drew Smyly,11760,592767
Julian Merryweather,CHC,5,1,2,69,0,72,12.2500013,4.500000477,1.000000106,0.3125,0.79952267,0.407185628,0.119402985,98.20317947,3.375000358,3.71,3.518929276,3.613020502,0.847295105,Julian Merryweather,16703,657240
Joe Kelly,- - -,2,5,1,42,0,39.1,13.72881533,4.1186446,0.686440767,0.305882353,0.60267857,0.579545454,0.142857142,99.22968493,4.1186446,2.88,2.721141985,2.612338247,0.847238332,Joe Kelly,9761,523260
Patrick Corbin,WSN,10,15,0,32,32,180,6.2,2.85,1.65,0.309440559,0.70284698,0.442016806,0.162561576,91.84457149,5.2,6.16,5.277262582,4.758542615,0.843981564,Patrick Corbin,9323,571578
Erik Swanson,TOR,4,2,4,69,0,66.2,10.12500154,2.835000433,1.080000165,0.278481013,0.82524272,0.396341463,0.106666666,93.73803578,2.970000453,3.04,3.510040398,3.810061167,0.839958727,Erik Swanson,16587,657024
Paul Sewald,- - -,3,2,34,65,0,60.2,11.86813311,3.560439934,1.186813311,0.279411765,0.80267559,0.321428571,0.114285714,92.25585259,3.115384942,2.75,3.568227206,3.761655074,0.83917433,Paul Sewald,13892,623149
Trevor Megill,MIL,1,0,0,31,2,34.2,13.50000099,3.115384844,0.519230807,0.407407407,0.75221239,0.304878048,0.054054054,99.12895259,3.634615651,3.23,2.130040277,3.144675396,0.837145433,Trevor Megill,17722,656730
Taj Bradley,TBR,5,8,0,23,21,104.2,11.09235696,3.353503266,1.977707054,0.309701493,0.67662566,0.365517241,0.191666666,96.24350132,5.58917211,4.48,4.793256957,3.832131556,0.835813124,Taj Bradley,22543,671737
Garrett Whitlock,BOS,5,5,1,22,10,71.2,9.041861027,1.632558241,1.632558241,0.339901478,0.68922306,0.441860465,0.164556962,,5.148837529,4.61,4.273645074,3.738037439,0.815859526,Garrett Whitlock,20191,676477
Lucas Erceg,OAK,4,4,0,50,0,55,11.12727504,5.890910317,0.163636398,0.357142857,0.65502183,0.460992907,0.020408163,97.99008672,4.745455533,3.69,3.309585825,4.546208554,0.812163174,Lucas Erceg,19360,668674
Zach Davies,ARI,2,5,0,18,18,82.1,7.87044583,4.263158158,1.093117476,0.346456693,0.576,0.442748091,0.11235955,89.28058036,6.995951849,5.48,4.578927081,4.787206115,0.806563199,Zach Davies,13183,605200
Josh Winckowski,BOS,4,4,3,60,1,84.1,8.750989462,3.308300894,0.960474453,0.330578512,0.80615942,0.512,0.128571428,96.15598551,2.881423359,3.82,3.907214371,3.892209896,0.799870044,Josh Winckowski,22387,670174
Lucas Sims,CIN,7,3,3,67,0,61,10.62295348,5.7540998,0.737705103,0.212121212,0.78666667,0.231343283,0.060975609,94.30792435,3.098361431,3.82,4.369794737,5.526759679,0.798389912,Lucas Sims,13470,608371
Colin Rea,MIL,6,6,0,26,22,124.2,7.941176754,2.743315606,1.660427867,0.254385965,0.72621035,0.43767313,0.169117647,93.13524129,4.548128505,4.42,4.899425445,4.304686161,0.788963784,Colin Rea,12317,607067
Matthew Liberatore,STL,3,6,0,22,11,61.2,6.71351431,3.648649081,0.729729816,0.31443299,0.60674157,0.434343434,0.074626865,94.32621605,5.254054677,5.96,4.276662102,5.018952474,0.788639717,Matthew Liberatore,22294,669461
Michael Grove,LAD,2,3,0,18,12,69,9.52173913,2.47826087,1.565217391,0.364102564,0.65759637,0.391304347,0.157894736,94.78692149,6.130434783,5,4.356489635,3.916703161,0.773676783,Michael Grove,23221,675627
Reynaldo López,- - -,3,7,6,68,0,66,11.31818362,4.636364373,1.090909264,0.276315789,0.81300813,0.392405063,0.115942028,98.38097841,3.272727793,4.01,3.906555615,4.059302169,0.764826417,Reynaldo Lopez,16400,625643
Aaron Bummer,CHW,5,5,0,61,0,58.1,12.03428991,5.554287651,0.617143072,0.340277778,0.55429864,0.58219178,0.137931034,94.74508075,6.788573796,3.58,3.580754759,3.511278178,0.761147618,Aaron Bummer,16258,607481
Rich Hill,- - -,8,14,0,32,27,146.1,7.933940843,3.567198209,1.4145786,0.320541761,0.66734075,0.379912663,0.13372093,88.41339903,5.41230073,5.66,4.867796638,4.767863847,0.745836541,Rich Hill,4806,448179
Jakob Junis,SFG,4,3,1,40,4,86,10.0465123,2.197674565,1.255814037,0.334763948,0.74596774,0.432098765,0.133333333,93.97058977,3.872093281,3.71,3.743412485,3.659710827,0.741331816,Jakob Junis,13619,596001
Brennan Bernardino,BOS,2,1,0,55,6,50.2,10.30263384,3.197369123,0.710526472,0.338461538,0.79819277,0.503759398,0.111111111,90.02740479,3.197369123,4.07,3.412935131,3.561369305,0.740442306,Brennan Bernardino,16835,657514
Ryne Nelson,ARI,8,8,0,29,27,144,6.000000238,2.875000114,1.50000006,0.298672566,0.69025522,0.366525423,0.114832535,94.37630183,5.312500211,5.27,5.067540432,5.300530139,0.740186974,Ryne Nelson,26253,669194
Jesse Chavez,ATL,1,0,1,36,1,34.2,10.12500158,3.115385101,0.51923085,0.272727273,0.81151832,0.516853932,0.086956521,,1.557692551,3.58,3.053117251,3.400052603,0.734497756,Jesse Chavez,5448,445926
Cal Quantrill,CLE,4,7,0,19,19,99.2,5.237458328,3.160535198,0.993311062,0.3003003,0.68313953,0.408163265,0.088,94.12957726,5.237458328,5.85,4.790157456,5.428976561,0.730085909,Cal Quantrill,19312,615698
Enyel De Los Santos,CLE,5,2,0,70,0,65.2,8.497463245,3.42639647,0.548223435,0.275449102,0.72207084,0.403508771,0.058823529,95.78537771,3.289340611,4.18,3.483466791,4.403689054,0.727524221,Enyel De Los Santos,18403,660853
Jeffrey Springs,TBR,2,0,0,3,3,16,13.5,2.25,0.5625,0.115384615,1,0.5,0.111111111,92.08431571,0.5625,1.66,1.817540359,1.935050721,0.722977638,Jeffrey Springs,17677,605488
Jake Irvin,WSN,3,7,0,24,24,121,7.363636828,4.016529179,1.4876034,0.280802292,0.75,0.427792915,0.137931034,94.51802411,4.611570539,5.1,5.304627266,5.137156216,0.71893394,Jake Irvin,21504,663623
Osvaldo Bido,PIT,2,5,0,16,9,50.2,8.526316378,3.730263415,0.710526365,0.329032258,0.625,0.354430379,0.070175438,94.64555288,5.86184251,4.7,4.103724629,4.93742962,0.704503268,Osvaldo Bido,23150,674370
Alex Vesia,LAD,2,5,1,56,1,49.2,11.59731781,3.080537544,1.268456636,0.354330709,0.71895425,0.295454545,0.101449275,94.42790267,4.348994179,3.66,3.657725006,4.122448679,0.698925652,Alex Vesia,25007,681911
Luis Garcia,HOU,2,2,0,6,6,27,10.33333333,3.333333333,1,0.314285714,0.75471698,0.263888888,0.09375,92.98370575,4,4.01,3.62541073,4.14049429,0.691237032,Luis Garcia,23735,677651
Joey Lucchesi,NYM,4,0,0,9,9,46.2,6.171428908,3.278571607,0.771428613,0.285714286,0.80139373,0.45323741,0.074074074,90.61730806,2.892857301,5.44,4.219326126,5.018204628,0.689836621,Joey Lucchesi,19320,664192
Tommy Henry,ARI,5,4,0,17,16,89,6.47191032,3.539325956,1.213483185,0.278195489,0.76709797,0.36231884,0.098360655,90.67532394,4.146067549,4.3,4.884253895,5.397837215,0.685878992,Tommy Henry,26285,674072
Scott Alexander,SFG,7,3,1,55,8,48.1,5.772415312,2.048276401,0.372413891,0.325153374,0.57632399,0.607361963,0.064516129,,4.655173638,3.61,3.255040359,3.77753507,0.68429631,Scott Alexander,10591,518397
Mason Miller,OAK,0,3,0,10,6,33.1,10.26000039,4.320000165,0.540000021,0.275,0.69651741,0.259259259,0.047619047,98.5728336,3.780000144,3.18,3.465040368,4.768263627,0.678653225,Mason Miller,31757,695243
Josh Sborz,TEX,6,7,0,44,0,52.1,11.3503204,2.923567376,1.375796412,0.284552846,0.562249,0.469230769,0.177777777,96.89729925,5.503185649,3.35,3.751855731,3.186266378,0.678301036,Josh Sborz,18323,622250
Vince Velasquez,PIT,4,4,0,8,8,37.1,8.919643161,3.375000115,0.964285747,0.29245283,0.76576577,0.302752293,0.085106382,93.54678819,3.857142989,4.13,3.871111809,4.559706451,0.678149939,Vince Velasquez,11189,592826
Nick Ramirez,NYY,1,2,1,32,0,40.2,6.19672228,1.99180359,0.22131151,0.30075188,0.68548387,0.47368421,0.022222222,90.50974274,2.65573812,3.9,2.935368178,4.445224863,0.675622106,Nick Ramirez,12575,598286
