playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID
21520,Hogan Harris,OAK,3,6,0,14,6,63,8.000000484,4.000000242,1.428571515,0.304812834,0.55952381,0.396907216,0.116279069,7.142857575,5.13,5.016945228,5.210409539,0.043601319,0.45536519,92.68185334,-1.880347643,0.20288548,90.52570313,-4.444717601,,,,0.20288548,80.16988281,1.373685263,0.09377818,77.39003343,-1.912368581,0.04508566,74.16264648,-1.179747097,,,,,,,,,,,,,,75.356,69.46865672,84.38483685,,,,86.64210526,,81.67113684,98.04501595,93.8302271,,663687
21527,James McArthur,KCR,1,0,4,18,2,23.1,8.871429055,0.771428613,0.771428613,0.290322581,0.54455446,0.587301587,0.125,4.628571681,2.97,2.783611762,2.803052966,0.519174127,0.0058651,93.37609863,-0.044774201,0.01466276,92.1074585,0.208924361,0.34897361,94.28580456,-1.48677332,,,,0.24340176,86.57999576,2.209701557,0.38709677,82.38915831,2.011820782,,,,,,,,,,,,,,,141.8424242,63.95,94.4907563,103.0433735,,103.7,,114.4510264,102.8797654,106.4381232,,663704
21537,Daniel Lynch IV,KCR,3,4,0,9,9,52.1,5.8471339,2.751592424,1.547770738,0.251533742,0.69852941,0.388235294,0.118421052,4.643312215,4.96,5.165868431,5.331245505,0.326979637,0.4269802,92.78378623,-3.602834739,0.18564356,87.71613932,-1.562950671,0.02227723,92.61253526,-2.119551595,0.27970297,84.26362866,8.6669208,0.08539604,80.8087282,-1.402032029,,,,,,,,,,,,,,,,,64.04955752,,85.54306358,68.5625,76.11125828,90.67681159,,,77.82651797,101.038166,95.91548947,,663738
21541,Reiss Knehr,SDP,0,1,0,4,1,5.2,6.352941889,7.941177362,4.764706417,0.35,0.46296296,0.260869565,0.375,15.88235472,17.38,11.37268833,6.82447853,-0.281278819,0.29268293,93.40944078,-6.152119897,0.25203252,88.70221144,-0.332258638,0.08943089,92.5320823,-0.016214501,0.14634146,88.62831963,-0.495333247,0.2195122,80.72089301,1.231993843,,,,,,,,,,,,,,,,,82.11666667,,92.17941176,108.8384615,95.30740741,,81.42903226,,87.66357771,91.12739003,89.19853372,,663753
21549,Jackson Kowar,KCR,2,0,0,23,0,28,9.321429841,6.428572304,1.285714461,0.361445783,0.62753036,0.441860465,0.129032258,6.428572304,4.61,5.290754923,5.264108647,-0.174976125,0.38204225,96.94254932,-2.130078103,,,,,,,0.3556338,86.72136061,-3.425484009,0.26232394,86.10723836,-2.335425466,,,,,,,,,,,,,,,,,93.5470297,,90.10552995,,106.9040268,,,,95.73609155,93.99507042,95.75440141,,663804
21584,Tristan Beck,SFG,3,3,2,33,3,85,7.200000727,2.223529636,1.058823636,0.288537549,0.7173913,0.408396946,0.096153846,3.917647454,3.71,3.996216905,4.489729689,0.458692424,0.36671803,94.64811437,15.43086673,,,,,,,0.00385208,86.31104126,-0.147023823,0.54930663,85.45424675,-2.476530671,0.08012327,79.1545551,-2.844706748,,,,,,,,,,,,,,74.68,87.63495146,85.30882353,,118.2506303,,,,101.9894591,98.93073116,100.9310866,,663941
21620,Jake Cousins,MIL,0,0,0,9,0,9.1,6.750001609,9.642859442,0.964285944,0.333333333,0.80645161,0.607142857,0.2,4.821429721,7.17,6.362183957,5.855050848,-0.136280701,0.16831683,94.84783577,-0.417076439,,,,0.28712871,94.96831223,-0.500149269,,,,0.54455446,81.95064808,-1.64649988,,,,,,,,,,,,,,,,,,,93.72727273,103.0322034,114.5136364,,,,105.4591489,80.67191489,88.39489362,,664776
21649,Luis Medina,OAK,3,10,0,23,17,109.2,8.69908865,4.677811821,1.148936237,0.306451613,0.65414508,0.437888198,0.126126126,5.416413688,4.8,4.759599717,4.773478545,0.435770296,0.41645244,96.10943287,-3.625293761,,,,0.1403599,95.51887305,-1.375712868,0.08894602,87.39792946,2.125205524,0.23804627,85.2695091,-3.906584311,0.11619537,79.66996725,-1.439345166,,,,,,,,,,,,,,84.09296078,99.47105263,111.7544554,116.8386282,105.8279221,,,,107.3308549,93.69904143,95.43781872,,665622
21652,Elvis Peguero,MIL,4,5,1,59,0,61.1,7.923914686,3.815218182,0.586956643,0.274390244,0.73569482,0.559523809,0.095238095,3.3750007,3.79,3.809388301,4.0937488,0.594130695,,,,,,,0.49069003,95.92131696,6.622362874,,,,0.50930997,90.54715222,4.454257566,,,,,,,,,,,,,,,,,,,,93.75558036,99.75806452,,,,96.79100877,96.81765351,97.06370614,,665625
21690,Edward Cabrera,MIA,7,7,0,22,20,99.2,10.65551846,5.959866259,0.993311043,0.285106383,0.75414781,0.542857142,0.139240506,4.244147184,3.77,4.42895341,4.304687074,1.124378605,0.27358491,96.27167058,1.299011111,,,,0.09766926,96.20763744,-0.975241996,0.31409545,92.98733747,7.518504102,0.08046615,88.26750446,-1.317669507,0.23418424,84.64354543,-1.277439039,,,,,,,,,,,,,,91.18530973,108.8320665,106.3322068,109.2916168,115.3417808,,,,103.1129047,96.88646667,96.9254164,,665795
21741,Javier Assad,CHC,5,3,0,32,10,109.1,7.737805508,3.375000275,1.070122038,0.268456376,0.83333333,0.469055374,0.122641509,3.045731955,4.64,4.288577029,4.345790015,0.852409631,0.19649123,93.15431141,-2.823592156,0.27192982,89.16574261,2.136728339,0.30584795,92.78584713,11.14642883,0.04035088,85.17259327,-2.258888923,0.13391813,80.68623345,1.11141127,0.05146199,76.59570867,-3.202720981,,,,,,,,,,,,,,57.64202899,92.35057471,81.90692771,86.6509542,103.1391304,,103.2004274,,91.60184697,98.95340151,93.91233903,,665871
21761,José Marte,LAA,0,0,0,10,0,9.1,6.75000092,6.75000092,2.892857537,0.35483871,0.6547619,0.382352941,0.2,8.678572611,6,8.18361246,6.662213285,-0.326932102,0.31213873,95.15433304,-1.657155287,,,,0.23699422,94.78840153,0.249441948,0.24277457,91.21640741,-2.487371661,0.20809249,89.06983778,-0.704950675,,,,,,,,,,,,,,,,,31.57804878,,92.04150943,98.41860465,,,74.375,,76.39479769,88.61618497,82.87109827,,665896
21844,Braxton Garrett,MIA,9,7,0,31,30,159.2,8.793319976,1.634655637,1.127348715,0.30248307,0.75903614,0.491341991,0.151515151,3.663883323,4.58,3.680927652,3.419397979,3.052660748,0.07462687,90.79427606,-2.834026825,0.17668415,87.51162957,6.602730349,0.31867689,90.49687855,7.897630114,0.08793868,84.10963692,1.625555933,0.25655506,82.86782779,3.537425723,0.08551835,77.81121207,-9.925651152,,,,,,,,,,,,,,85.04246575,80.13779904,79.35567568,90.63333333,99.57375,,94.94409091,,91.46037166,100.8071959,96.73962442,,666129
21846,Cole Ragans,- - -,7,5,0,29,12,96,10.59375084,3.843750305,0.656250052,0.27510917,0.70736434,0.44017094,0.082352941,3.468750276,3.33,3.192540355,3.708528928,2.237120703,0.40163934,96.55882064,1.520569883,0.13619168,91.68453188,3.441464383,0.00126103,95.41459656,-0.082430493,0.23518285,86.58922718,10.75678749,0.10025221,86.81257984,4.454524446,0.12421185,81.85227633,-0.100791853,,,,,,,,,,,,,0.00126103,89.85664894,,107.8081761,,126.3848485,,89.03805564,,101.3698922,98.89726283,101.2717867,,666142
21850,Mason Thompson,WSN,4,4,1,51,0,54,7.333335406,3.666667703,0.666666855,0.34939759,0.64320388,0.50595238,0.08,5.500001554,4.61,4.032818357,4.600736808,0.458486438,0.0603352,94.73539677,-0.392823957,,,,0.56871508,94.83853911,-8.126934089,0.00223464,86.36705017,0.037286237,0.2849162,84.80210631,5.978418447,0.08379888,80.55041016,-2.140020113,,,,,,,,,,,,,,106,120.6026667,88.23703704,105.6442043,104.1607843,,,,105.7150393,97.44332211,97.48226712,,666168
21858,Riley Pint,COL,0,0,0,1,0,0.1,0,81.00008449,0,0.5,0.75,0.5,0,27.00002816,27.44,30.25506852,35.21512896,-0.045481138,,,,,,,0.8,95.01114655,-1.361150168,,,,0.2,86.86160278,-0.155419935,,,,,,,,,,,,,,,,,,,,97.7,137.2,,,,119.8833333,48.98333333,50.23333333,,666207
21859,Alex Speas,TEX,0,2,0,3,0,2,18.00000858,22.50001073,0,0.666666667,0.57142857,0,0,13.50000644,7.73,6.755042028,8.408394571,-0.082079597,0.04615385,99.93609619,-0.15933533,0.09230769,96.42547607,-0.107158698,,,,,,,0.86153846,91.35033308,-0.959429782,,,,,,,,,,,,,,,,,,,86.6,,150.35,,128.8568966,,122.6107692,78.20461538,79.69692308,,666208
21863,George Soriano,MIA,0,0,1,26,1,52,9.00000132,3.980769815,1.038461691,0.281690141,0.73170732,0.414965986,0.105263157,3.807692866,4.51,4.370425139,4.682753068,0.17554082,0.40543601,94.54824983,-0.40400546,,,,,,,0.21517554,88.89745644,1.212191116,0.37938845,83.24492588,2.291312475,,,,,,,,,,,,,,,,,93.05157895,,87.1574001,,110.8659701,,,,97.66071664,94.93046912,95.11836716,,666277
21866,Jordan Balazovic,MIN,1,0,0,18,0,24.1,6.287672054,4.438356744,1.84931531,0.283783784,0.80645161,0.443037974,0.172413793,4.438356744,5.41,6.008465377,5.307665321,-0.374103844,0.4744898,95.05331191,-1.313819248,,,,,,,,,,0.19642857,86.24069729,1.507399961,0.23979592,81.57188643,-2.205937721,,,,0.08928571,88.48380999,-0.355789293,,,,,,,,63.00857143,83.87021277,86.09677419,,111.4142857,,,,88.4744898,97.81989796,93.44234694,,666364
21894,Gregory Santos,CHW,2,2,5,60,0,66.1,8.954775586,2.306533105,0.271356836,0.336683417,0.70294785,0.525,0.047619047,3.391960449,3.16,2.652025169,3.306911329,1.53226018,0.05619048,98.81988215,-1.310643103,,,,0.41904762,98.81645952,-5.684168238,,,,0.5247619,91.55132004,13.54845487,,,,,,,,,,,,,,,,,74.89333333,,91.91304348,94.30786026,158.7974638,,,,124.05315,103.2299911,106.2929015,,666619
21955,Yerry Rodríguez,TEX,0,1,0,13,1,13.2,9.878049929,3.951219972,0.658536662,0.431818182,0.56910569,0.288888888,0.052631578,7.902439943,4.1,3.3282111,4.675553939,0.173342817,0.55395683,97.1872083,-0.926066041,,,,,,,0.07553957,85.84793963,0.805307701,0.3705036,84.03657961,-4.42262296,,,,,,,,,,,,,,,,,100.347619,,103.9174825,112.4727273,103.0485437,,,,103.5612236,100.0930778,103.6387975,,666720
21956,Max Castillo,KCR,0,1,0,7,0,20.1,4.4262302,3.98360718,0.88524604,0.276923077,0.75342466,0.409090909,0.09090909,4.4262302,6.2,5.320614453,5.830798398,-0.088078976,0.42105263,93.50142415,-1.236678943,,,,,,,0.26023392,87.23642139,1.38480565,0.31578947,83.70797164,-1.348768864,,,,,,,,,,,,,,,,0.00292398,99.72696629,,89.73517241,,100.6777778,,,,95.78421053,102.8105263,98.03625731,,666721
21992,Camilo Doval,SFG,6,6,39,69,0,67.2,11.57143031,3.458128599,0.399014838,0.305732484,0.65594059,0.522012578,0.0625,2.926108814,2.91,2.767355557,3.363821916,1.914949417,,,,0.33743409,99.7612915,6.063913904,0.30052724,97.94162326,3.924841553,,,,0.36203866,88.88482251,4.075324025,,,,,,,,,,,,,,,,,,,,101.0307918,127.6669903,,115.8693506,,115.482193,100.2684211,98.89394737,,666808
21997,Luis Frías,ARI,1,0,0,29,0,31,7.54838849,4.935484782,0.870967903,0.296703297,0.78125,0.414893617,0.081081081,4.064516879,5.16,4.67439546,5.389686395,-0.060646512,0.38961039,96.09647507,-2.372357454,0.46753247,90.50995164,1.580221359,,,,0.02782931,89.39098307,-1.137538623,,,,0.11502783,83.87967805,-0.091058496,,,,,,,,,,,,,,85.99333333,,94.91782178,,103.7196721,,107.6614786,,102.3841418,96.96473881,97.40615672,,666818
22051,John King,- - -,2,1,0,35,0,37.1,4.821429475,2.410714737,0.482142947,0.344,0.76628352,0.669354838,0.095238095,3.616072106,4.45,3.683611868,3.917193702,0.312635556,0.00379507,93.5217514,-0.046002049,,,,0.5426945,93.81965691,1.931837518,0.37191651,84.15916972,0.36974366,0.08159393,85.11734648,0.432870068,,,,,,,,,,,,,,,,,98.18928571,,6.45,90.36993007,102.4627907,,,,93.85101869,103.500857,99.08695652,,667463
22100,José Soriano,LAA,1,3,0,38,0,42,12.00000109,4.928571876,0.857142935,0.305263158,0.71428571,0.510204081,0.148148148,3.642857474,4.04,3.969326139,3.794099869,0.390166521,0.27910448,98.6293867,3.029208623,0.04626866,89.93568863,-0.683912363,0.25970149,96.51599542,-3.148592036,,,,0.41492537,86.66605075,2.940327011,,,,,,,,,,,,,,,,,,,94.76011561,118.5741573,118.9939394,,,,121.281337,92.6856546,95.77966574,,667755
22116,Hagen Danner,TOR,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0,26.92,3.255040359,3.255040359,0.002142116,1,96.61485291,0.303520691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,,,,,,107.7,88.78571429,97.58571429,,668470
22176,Easton McGee,SEA,0,0,0,1,1,6.2,2.700000257,1.350000129,0,0.052631579,1,0.47368421,0,0,3.04,3.105040345,4.841059852,0.185414702,0.25,90.08496094,0.299697123,0.03125,87.31565094,-0.137904763,0.28125,90.83076986,1.967532348,0.03125,85.22039795,0.366441935,0.15625,81.43317871,0.727075666,0.25,77.29813385,0.758585323,,,,,,,,,,,,,,59.5,113.9,81.8,91.4,79.8,,76.2,,91.340625,100.403125,101.8375,,668834
22182,Hunter Greene,CIN,4,7,0,22,22,112,12.21428571,3.857142857,1.526785714,0.339483395,0.72649573,0.343859649,0.142857142,4.821428571,3.82,4.246111788,4.004109853,1.99575305,0.54031869,98.63376201,-11.64158936,,,,,,,0.05263158,91.41783436,-2.583372053,0.40463544,87.5797192,2.061362006,,,,,,,,,,,,,,,,0.00193143,69.04909091,,127.1930458,,126.411032,,,,123.6177529,102.7888132,107.0058366,,668881
22201,MacKenzie Gore,WSN,7,10,0,27,27,136.1,9.968215531,3.762836326,1.782396155,0.309248555,0.7846952,0.387533875,0.182432432,4.42298305,5.2,4.890737242,4.111001709,1.201536417,0.59488013,95.10086877,-3.949996538,,,,,,,0.02885006,86.62559832,0.783292398,0.19179195,88.5231975,4.016670477,0.18447785,83.28681684,-4.385028027,,,,,,,,,,,,,,68.58873239,72.49589633,111.5242486,,101.4677215,,,,100.4384055,97.48838527,100.5176447,,669022
22207,DL Hall,BAL,3,0,0,18,0,19.1,10.70689937,2.327586819,0.931034728,0.31372549,0.74257426,0.490196078,0.117647058,3.258621547,2.95,2.996419602,3.105401345,0.397384197,0.53513514,95.72323824,2.528683126,,,,,,,0.16486486,84.62317495,-1.519030083,0.25405405,87.57528881,-0.463609155,0.04594595,81.06413718,0.781569485,,,,,,,,,,,,,,75.40655738,96.45,100.7366834,,129.4382979,,,,104.3002725,106.3029973,111.3520436,,669084
22210,Jeremiah Estrada,CHC,0,0,0,12,0,10.2,10.96875262,10.12500241,3.375000805,0.296296296,0.86956522,0.225806451,0.25,6.750001609,12.64,9.067541745,6.672568805,-0.442259699,0.83966245,95.87868051,-3.777335458,,,,,,,0.02531646,86.93106079,-0.032672424,0.13080169,83.09843592,-1.028267987,0.00421941,75.79720306,-0.038701233,,,,,,,,,,,,,,74.7,145.6,149.6040201,,118.5548387,,,,143.6295359,99.07721519,113.9455696,,669093
22224,Jonathan Heasley,KCR,0,0,0,12,0,15,5.400000343,1.200000076,3.000000191,0.260869565,0.53846154,0.25490196,0.227272727,7.200000458,8.48,6.98837393,5.079956381,-0.285661757,0.4479638,94.95142835,0.584433559,,,,,,,0.1040724,86.23988409,-2.733442087,0.23076923,83.34210325,-1.850083832,0.21719457,80.0832723,0.949287526,,,,,,,,,,,,,,80.31304348,93.7212766,99.35151515,,112.2138889,,,,100.7681818,99.68264463,99.30991736,,669169
22250,Logan Gilbert,SEA,13,7,0,32,32,190.2,8.921329147,1.69930079,1.368881192,0.272373541,0.75120192,0.414498141,0.133027522,3.729021178,3.69,3.847697734,3.760795714,3.074000597,0.4192334,95.76697066,-0.703140955,,,,0.00239562,94.43395996,-0.127335414,,,,0.29466119,88.70936774,15.50762354,0.13415469,80.40842734,1.512314044,,,,0.1495551,85.63372426,1.580182116,,,,,,,,,,87.78209321,55.44285714,133.3253749,109.7744898,,97.91226852,105.618488,101.6003436,102.2129553,,669302
22267,Tarik Skubal,DET,7,3,0,15,15,80.1,11.42738662,1.56846483,0.448132808,0.288770053,0.67723343,0.515957446,0.06779661,2.800830053,2.3,1.997778869,2.564763388,3.272585154,0.35960591,95.80672089,10.90862402,,,,0.12151067,95.87020957,3.970276114,0.24384236,84.33426057,9.6527711,0.20689655,87.64622086,-1.348779898,0.0681445,76.45321913,0.448501874,,,,,,,,,,,,,,92.5962963,,93.81187215,98.01418919,113.9603175,80.59759036,,,97.2810189,105.8930156,106.5380444,,669373
22273,Owen White,TEX,0,1,0,2,0,4,9,4.5,4.5,0.272727273,0.47619048,0.5,0.5,11.25,4.61,9.255040359,4.408392113,-0.142648935,0.25,93.19435748,0.728801612,0.36764706,88.51024414,-0.86551613,0.10294118,93.06677246,0.420382228,0.04411765,88.31292725,-0.473503895,0.22058824,82.03025716,-1.489221796,0.01470588,77.76210022,-0.058001734,,,,,,,,,,,,,,74.76666667,187.3,74.41764706,96.35714286,124.9615385,,111.0555556,,102.5617647,98.60441176,95.27647059,,669391
22276,Dylan Coleman,KCR,0,2,0,23,1,18.1,10.30909377,9.327275315,1.472727681,0.3125,0.60846561,0.352941176,0.157894736,8.836366088,5.55,7.018677767,6.604878561,-0.438930973,0.38120104,95.29682651,-2.273566339,0.26109661,90.11929832,0.31438252,,,,,,,0.35770235,80.87635347,-3.208271608,,,,,,,,,,,,,,,,,,,107.3930556,,105.4112315,,89.5245098,,103.3893194,85.80151908,89.40045162,,669395
22286,Trevor Rogers,MIA,1,2,0,4,4,18,9.5,3,1,0.285714286,0.72072072,0.52,0.105263157,4,4.01,4.088373693,4.389133878,0.274957299,0.43030303,93.37605909,0.912143778,,,,0.18787879,92.72271138,2.478366226,0.25454545,85.91499256,-2.398778744,0.12727273,82.76306734,0.026469599,,,,,,,,,,,,,,,,,110.9440476,,88.9556338,99.88064516,87.70952381,,,,96.44666667,106.0060606,106.3657576,,669432
22288,Mason Englert,DET,4,3,0,31,1,56,6.589286836,2.732143322,1.928571757,0.303867403,0.67919075,0.375661375,0.16,5.464286645,6.56,5.594326472,5.022922474,-0.705247305,0.303125,91.32692024,-5.916583028,,,,,,,0.26666667,83.79602194,-5.676030081,0.3625,84.46600447,1.100508209,0.06666667,80.86042023,-1.122260287,,,,,,,,,,,,,0.00104167,101.3921875,91.4375,80.90412371,,87.96504298,,,,89.45293384,102.7561201,102.4648077,,669438
22294,Matthew Liberatore,STL,3,6,0,22,11,61.2,6.71351431,3.648649081,0.729729816,0.31443299,0.60674157,0.434343434,0.074626865,5.254054677,5.96,4.276662102,5.018952474,0.788639717,0.38621341,94.32621605,-2.722180896,,,,0.18130312,94.38443502,3.228121065,0.08120869,87.38098003,-0.706771258,0.12747875,86.79892397,-2.746919233,0.22379603,76.67664347,-3.829892188,,,,,,,,,,,,,,72.3381137,101.1535537,71.74699883,90.63082632,116.6936686,,,,87.6024106,93.47332182,93.21782949,,669461
22296,Joe Barlow,TEX,1,1,0,13,0,9.2,5.586208366,1.862069455,1.862069455,0.323529412,0.81967213,0.333333333,0.105263157,4.655173638,3.69,5.324006421,5.884042774,-0.094476491,0.36054422,93.06301592,0.080720019,,,,,,,,,,0.6122449,85.68847114,-1.744154777,0.02721088,78.25364685,-0.026046243,,,,,,,,,,,,,,,88.475,121.8773585,,111.4877778,,,,114.607483,98.74013605,106.8653061,,669618
22304,Brenan Hanifee,DET,0,0,0,3,0,5,5.4,0,1.8,0.368421053,0.75757576,0.55,0.142857142,5.4,5.27,4.655040359,4.369732815,-0.013537979,,,,0.07865169,90.35166713,-0.105974451,0.53932584,93.8741862,0.085923832,0.19101124,89.081385,-1.011748444,0.19101124,83.75896858,-0.08049491,,,,,,,,,,,,,,,,,73.76470588,,,86.44791667,116.9882353,,65.64285714,,88.18988764,111.6505618,106.8595506,,669724
22318,Jose E. Hernandez,PIT,1,3,0,50,0,50.2,11.01316094,3.907895816,1.598684652,0.294573643,0.69686411,0.386861313,0.160714285,4.973685584,4.16,4.478724908,3.996903029,0.081393532,0.32987313,94.71339598,-8.433982126,,,,,,,0.10841984,88.82845745,-3.459698278,0.55478662,82.91077345,8.832333215,,,,,,,,,,,,,,,,0.00692042,77.09255319,,69.15314685,,124.8589212,,,,101.4714617,96.83016241,95.80046404,,669796
22361,Colin Holderman,PIT,0,3,2,58,0,56,9.321429841,3.214286152,0.64285723,0.326923077,0.72829132,0.528301886,0.086956521,3.857143383,3.61,3.29075465,3.720293649,0.915544569,,,,0.20150862,92.33571817,2.483953547,0.50107759,97.94470766,0.072039887,,,,0.29741379,84.50290138,1.356028829,,,,,,,,,,,,,,,,,,,,108.8470968,132.4251825,,101.037037,,114.2372043,98.60172043,101.0076344,,670059
22387,Josh Winckowski,BOS,4,4,3,60,1,84.1,8.750989462,3.308300894,0.960474453,0.330578512,0.80615942,0.512,0.128571428,2.881423359,3.82,3.907214371,3.892209896,0.799870044,0.05194805,96.15598551,1.440358296,0.36147186,88.89351802,1.830461245,0.37445887,96.4036296,-6.005893953,0.05627706,92.94573818,1.505956732,0.15512266,85.63853802,4.439185496,0.0007215,80.49539948,0.041571688,,,,,,,,,,,,,,106.37875,,100.4089552,102.7727799,107.8408913,,134.6256757,,114.6748196,101.8867244,100.1179654,,670174
22461,Logan Gillaspie,BAL,0,1,0,11,0,9,8.000003391,5.000002119,2.000000848,0.4,0.75581395,0.34375,0.222222222,6.000002543,8.69,6.366152789,5.130615131,-0.233827338,0.43979058,95.76321847,-3.487638891,,,,,,,0.16753927,88.18373871,-1.820614543,0.2565445,83.9584363,-0.838989947,0.13612565,82.96534142,0.555185936,,,,,,,,,,,,,,88.684375,89.45,83.2452381,,132.4,,,,97.61151832,100.9874346,100.2340314,,670810
22487,Johan Oviedo,PIT,9,14,0,32,32,177.2,8.003752803,4.204503055,0.962476603,0.279527559,0.72048611,0.449330783,0.1,4.305816382,4.61,4.487685833,4.865566718,1.845396876,0.44194631,95.84720838,-11.84172488,,,,,,,0.04127517,88.11124873,-1.485612258,0.36510067,88.24335076,8.210205756,0.15167785,81.04119711,4.693740059,,,,,,,,,,,,,,75.00406504,86.75382883,82.56484175,99.56040268,103.1950685,,,,91.36692385,95.27826233,95.29215029,,670912
22543,Taj Bradley,TBR,5,8,0,23,21,104.2,11.09235696,3.353503266,1.977707054,0.309701493,0.67662566,0.365517241,0.191666666,5.58917211,4.48,4.793256957,3.832131556,0.835813124,0.44920373,96.24350132,-6.511509128,0.24876442,89.00651533,-5.917532153,,,,,,,,,,0.16639209,79.01792198,0.204183169,,,,0.13509061,89.42148323,1.517345835,,,,,,,0.00054915,,88.42039474,131.3072215,,,,105.6150776,,110.0274912,100.7362023,105.1456243,,671737
22713,Carlos Hernández,KCR,1,10,4,67,4,70,9.900001079,3.98571472,1.285714426,0.287292818,0.6375,0.321052631,0.12345679,5.271429146,4.7,4.2836119,4.339633222,0.274811544,0.55901116,99.260497,0.267663188,,,,,,,,,,0.23285486,88.66591028,-0.55232897,0.08692185,84.20037002,1.914110672,,,,0.11881978,89.08788899,1.02439791,,,,,,,0.00239234,,,133.682948,144.9222222,118.3040678,117.1586207,,93.48129496,124.0981964,99.66915972,106.3141929,,672578
22717,Angel Zerpa,KCR,3,3,0,15,3,42.2,7.593750453,1.687500101,1.476562588,0.307086614,0.70539419,0.507575757,0.166666666,4.851562789,4.36,4.544102936,4.038808539,0.15394783,0.32673267,94.66427388,0.863350574,,,,0.24045262,94.72748018,1.739450671,0.19377652,86.99451129,-3.400167659,0.23903819,86.38666097,-1.383258428,,,,,,,,,,,,,,,,,66.88175182,,59.34008439,79.65670732,106.3692308,,,,76.87680339,101.3176803,96.0330976,,672582
22810,Roansy Contreras,PIT,3,7,1,19,11,68.1,7.243902675,4.214634284,1.448780535,0.315270936,0.62634989,0.37735849,0.126436781,6.585366068,5.48,5.186747739,5.199063875,0.080401331,0.40315513,94.37953677,-11.11997591,,,,,,,0.03768624,89.37631438,0.958970133,0.44259422,83.64275023,4.319698442,0.11656442,76.85570738,-2.272841081,,,,,,,,,,,,,,68.87727273,98.8112782,89.53877996,,108.2027723,,,,98.06900452,100.0778412,101.8435971,,672710
22815,Luis Patiño,- - -,0,1,0,9,1,21.2,7.476923296,5.815384786,1.246153883,0.28125,0.74675325,0.402985074,0.130434782,4.569230903,5.85,5.331963497,5.287059973,-0.003779162,0.27415144,95.15805548,-1.57196204,,,,0.30809399,94.62554001,0.493998751,0.10704961,85.1915179,0.969637651,0.2924282,86.44586836,-0.891377017,0.01827676,80.13052804,-0.238341387,,,,,,,,,,,,,,89.45853659,101.5285714,96.46634615,103.0462185,99.35357143,,,,98.70309633,91.89412836,90.93346701,,672715
22828,Juan Then,SEA,0,0,0,9,0,11,4.0909098,1.63636392,2.45454588,0.289473684,0.84745763,0.634146341,0.333333333,4.90909176,4.7,6.436859093,4.244146512,-0.182525456,0.09580838,94.53581238,0.008281279,,,,0.45508982,94.1491378,0.195347678,0.23353293,88.9204039,-2.533790782,0.21556886,86.87658013,0.079537231,,,,,,,,,,,,,,,,,82.85135135,,109.3235294,83.58051948,93.40277778,,,,84.07891566,93.12108434,91.77831325,,672730
22872,Yoendrys Gómez,NYY,0,0,0,1,0,2,18,0,0,0.333333333,1,0.333333333,0,0,2.21,0.755040359,1.581716236,0.042776253,0.5,94.6536377,1.365630612,0.1,86.08759562,-0.324973557,,,,0.13333333,89.25424957,-0.018156867,0.03333333,83.30180359,-0.038701233,0.23333333,80.13943045,-0.205040988,,,,,,,,,,,,,,97,97.3,120.2,,118,,62.4,,105.91,110.63,110.8166667,,672782
22915,Carlos Vargas,ARI,0,0,0,5,0,4.2,13.50000184,7.714286765,3.857143383,0.375,0.97222222,0.4,0.666666666,5.785715074,10.55,9.040755433,4.532195232,-0.124909125,0.38271605,99.53460496,-0.656844571,,,,0.2345679,99.04890522,0.626328103,0.01234568,94.72949982,-0.026945714,0.37037037,91.87786458,-1.397664152,,,,,,,,,,,,,,,,,96.2,,117.9909091,91.28235294,,,123.6366667,,114.4890244,87.27682927,95.55365854,,672841
22925,Joan Adon,WSN,2,4,0,12,10,51.2,8.361290734,4.180645367,1.393548456,0.331210191,0.65963061,0.374233128,0.13114754,6.445161608,5.59,4.977621089,4.916739609,0.427566849,0.40367965,94.47252273,0.968414553,,,,0.12770563,94.07642222,-1.635997884,0.15151515,87.99643773,0.946179338,0.11255411,87.13084588,-2.848502349,0.20454545,80.65392356,-6.815381926,,,,,,,,,,,,,,86.415,104.0243386,79.42356164,89.1515873,98.36826923,,,,88.95553205,98.17218265,93.11723799,,672851
22932,Prelander Berroa,SEA,0,0,0,2,0,1.2,16.20000618,16.20000618,0,0,1,0.5,0,0,4.07,5.055041046,6.047052477,-0.015582289,0.41463415,96.3172392,0.035640754,,,,,,,,,,0.58536585,85.9132487,0.298281658,,,,,,,,,,,,,,,,,,,112.5470588,,124.5166667,,,,120.0414634,78.11463415,89.38780488,,672860
