playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID
15290,Austin Pruitt,OAK,2,6,0,38,6,48.1,5.586208146,2.234483258,0.931034691,0.263513514,0.78,0.361842105,0.076923076,2.979311011,4.01,4.165385391,5.044031049,0.408033229,0.24770642,91.81501116,-1.499066312,,,,0.14941022,91.46709884,3.229942672,0.06028834,87.22201936,0.593129061,0.3774574,87.62397936,0.905424256,0.15727392,81.28063863,2.608621266,,,,,,,,,,,,,0.0078637,60.19130435,127.0718197,73.2263372,89.49229247,149.317956,,,,112.8331966,103.7133267,103.5372321,,643493
15369,Kevin Herget,CIN,1,2,1,14,0,24.1,4.808219429,2.219178198,1.479452132,0.275,0.70422535,0.333333333,0.111111111,5.178082462,5.59,5.309834987,5.618903352,-0.007380075,0.44019139,92.55052649,2.413024619,0.07416268,85.93275895,-1.027176842,0.00239234,92.87110138,0.18082194,0.35167464,83.60441911,-2.904919993,0.07416268,82.08842616,-0.23574147,0.05741627,76.88807678,-0.662396383,,,,,,,,,,,,,,72.35782313,55.28636364,65.75380435,60.7,81.65,,76,,72.35880952,98.15547619,92.28309524,,643361
15423,Andrew Heaney,TEX,10,6,0,34,28,147.1,9.223982637,3.665158664,1.404977488,0.302267003,0.76880531,0.400479616,0.132183908,4.153846485,4.55,4.660017847,4.583207017,1.236059651,0.5785632,92.53287955,1.441063263,,,,,,,0.16903573,84.03155268,-0.780211207,0.25240108,81.91179872,-8.560565218,,,,,,,,,,,,,,,,,101.484127,79.7,106.6182603,,94.4789313,,,,102.6576637,100.0320309,99.96772191,,571760
15440,Matthew Boyd,DET,5,5,0,15,15,71,9.253522121,3.169014425,1.394366347,0.302083333,0.62034739,0.388059701,0.126436781,5.450704811,4.24,4.353632027,4.365485586,0.854604244,0.38435374,91.64313122,-3.225440327,,,,0.07142857,90.98127674,2.404173151,0.18622449,80.37260987,1.223330263,0.28401361,79.83028864,1.899518255,0.07397959,73.99624529,-2.189979225,,,,,,,,,,,,,,87.22648402,89.60229885,80.56431718,76.14512195,95.2739521,,,,86.32775891,97.81061121,95.52359932,,571510
15444,Zack Weiss,- - -,1,0,0,12,0,14,9.642859113,3.857143645,2.571429097,0.15625,0.96153846,0.333333333,0.266666666,3.214286371,4.64,6.326469559,4.383631755,-0.216000222,0.2920354,94.0682595,-2.10146055,,,,,,,,,,0.7079646,84.27797852,1.98753513,,,,,,,,,,,,,,,,,,,113.3409091,,133.2569444,,95.65625,,124.4155768,96.63567251,105.5876396,,592848
15451,Mike Mayers,KCR,1,2,0,6,2,26.1,5.810126863,3.417721684,1.367088674,0.340909091,0.65104167,0.426966292,0.121212121,6.151899031,4.67,5.077825258,5.175063536,-0.033662122,0.30989011,93.10310007,-1.172819968,0.09230769,88.78189814,-0.290586796,0.11428571,91.96359488,2.492804561,0.10769231,85.98932258,-1.187768791,0.31208791,83.99026188,-2.702374194,0.06373626,76.07712739,-0.913084794,,,,,,,,,,,,,,76.94081633,85.98275862,92.10567376,76.91346154,108.9140845,,107.9785714,,95.10527473,106.7307692,100.9331868,,594577
15454,Nick Pivetta,BOS,10,9,1,38,16,142.2,11.54439273,3.154205664,1.450934605,0.267692308,0.72496263,0.364161849,0.158620689,4.03738325,3.98,3.962984297,3.547582451,1.873679578,0.50630252,94.7147465,6.78265417,,,,,,,,,,0.24159664,86.6865625,7.623121597,0.24705882,79.48731465,-0.617287729,,,,0.00462185,85.13774525,-0.983112454,,,,,,,0.00042017,,117.3320273,125.2050664,,124.4607358,,77.73010753,48.81818182,118.6267256,102.3316423,107.1332815,,601713
15463,José De León,MIN,0,1,0,12,1,17.1,8.82692421,2.596154179,1.038461672,0.311111111,0.625,0.425531914,0.111111111,4.673077523,4.48,3.83196351,4.048905744,0.180957705,0.52112676,93.68681872,3.830097314,0.10211268,86.81191648,0.047838923,,,,0.23943662,84.81117608,-1.895541713,0.13732394,79.54474483,0.760199115,,,,,,,,,,,,,,,,,83.675,,129.3810811,,108.0641026,,87.15517241,,110.8397836,103.8333171,109.7665467,,592254
15467,Marco Gonzales,SEA,4,1,0,10,10,50,6.12,3.24,0.9,0.316455696,0.62121212,0.40625,0.089285714,5.22,5.27,4.275040359,4.826794324,0.579957843,0.3378545,89.33562386,-3.20673855,0.08631319,86.01817104,-2.171146043,0.03205919,89.08414401,-0.397761043,0.30209618,80.11057079,3.320761524,,,,0.24167694,79.51370177,2.160956424,,,,,,,,,,,,,,88.54081633,95.66377551,78.07474747,,,,92.14084507,,86.71089109,108.6888614,100.7107673,,594835
15474,Lucas Giolito,- - -,8,15,0,33,33,184.1,9.96021717,3.56419536,2.001808353,0.274089936,0.72830579,0.361660079,0.177489177,4.882459397,4.61,5.267698622,4.448119522,0.928597271,0.4184953,93.29917779,-11.39201792,,,,0.00094044,91.37413025,-0.018198546,0.28275862,81.0578164,-1.467500143,0.28244514,84.11954599,-2.207001146,0.0153605,78.07176738,-1.821529124,,,,,,,,,,,,,,98.62771619,81.20612245,83.73572496,,107.0788013,,,,94.52491613,101.120716,100.684848,,608337
15488,Antonio Senzatela,COL,0,1,0,2,2,7.2,4.695652563,2.347826282,3.521739422,0.19047619,1,0.541666666,0.428571428,4.695652563,10.68,8.081127716,4.503752934,-0.160089299,0.55833333,94.15910681,-1.499051917,,,,,,,0.15,87.14526367,0.367247954,0.275,85.86664003,-0.644927323,0.01666667,79.03984833,0.010298844,,,,,,,,,,,,,,61.08421053,102.45,79.91538462,73.34285714,97.04848485,,,,81.30578512,102.7438017,92.33471074,,622608
15507,Hunter Harvey,WSN,4,4,10,57,0,60.2,9.939562106,1.928571752,1.038461713,0.253424658,0.77235772,0.434210526,0.122807017,2.818681791,3.33,3.288007398,3.341431308,1.309471369,0.60020768,98.37625027,5.496234514,,,,,,,,,,0.13914849,86.59201551,2.822629031,0.07372793,83.17935739,2.219999775,,,,0.18691589,89.60477973,2.874654789,,,,,,,,,97.28732394,118.9024221,,130.3772727,,,107.1855556,115.9514048,102.9937565,107.6075963,,640451
15514,Kendall Graveman,- - -,5,6,8,68,0,66.1,8.954774813,4.884422626,1.221105656,0.253012048,0.8186398,0.387283236,0.132352941,3.120603344,4.58,4.883181235,4.814255387,-0.127133921,0.22421525,96.05686719,3.729645319,,,,0.39282511,96.10421126,2.218519811,0.09058296,88.57760771,1.316373922,0.27533632,87.20050069,-1.852976479,0.0161435,81.63783942,-0.528463859,,,,,,,,,,,,,,85.61180918,116.412,102.5669323,107.0355617,122.8313333,,,,108.567902,94.65607537,97.06481954,,608665
15541,Tyler Rogers,SFG,4,5,2,68,0,74,7.29729805,2.310811049,0.851351439,0.268181818,0.78005115,0.504504504,0.097222222,3.040540854,2.73,3.755040411,4.133977292,0.594678581,,,,,,,0.51156584,82.79400815,3.94591473,,,,0.48843416,72.88708163,5.116169453,,,,,,,,,,,,,,,,,,,,113.104,129.7058288,,,,121.6965614,99.57754386,109.661193,,643511
15551,Mark Leiter Jr.,CHC,1,3,4,69,0,64.1,10.77202285,3.357513617,0.979274805,0.267973856,0.75498575,0.452830188,0.137254901,3.497410018,4.04,3.767993829,3.664174214,0.588040054,0.08238636,91.41460129,-3.299243566,0.20454545,88.87141927,3.315084409,0.27935606,91.45368114,1.87446015,,,,0.00189394,83.78445435,0.256220847,0.09090909,73.59118144,0.379256632,,,,0.34090909,84.84808485,3.644787446,,,,,,,,,83.25263158,64.47529412,73.42567568,,,88.30654206,82.95267606,79.1585389,92.01764706,89.68918406,,643410
15552,Chad Green,TOR,3,0,0,12,0,12,12.00000286,3.000000715,0.750000179,0.35483871,0.4109589,0.28125,0.083333333,5.250001252,2.86,2.671706887,3.241725444,0.256404698,0.56410256,95.60593928,1.659538921,,,,,,,,,,0.43076923,85.59061686,-1.319165312,,,,,,,0.00512821,87.59970093,0.05101274,,,,,,,,12.5,,121.96,,,,,,113.2292308,106.9728205,109.1220513,,643338
15585,Mike Ford,SEA,0,0,0,2,0,2,0,4.5,9,0.333333333,0.625,0.272727272,0.285714285,18,30.79,17.75504036,10.5417715,-0.1404953,0.97619048,64.97714606,-3.369443931,,,,,,,0.02380952,48.32339859,0.126878396,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,10.33571429,81.77142857,77.33809524,,645801
15594,Nick Wittgren,KCR,1,0,0,27,0,29,5.586207999,3.413793777,0.620689778,0.29787234,0.65533981,0.447916666,0.057142857,4.965518221,4.67,4.358488853,5.457361876,0.03987835,0.36652542,92.13053197,-0.604439449,0.13347458,87.52446057,0.477926809,0.01694915,91.87857056,0.097656179,0.11864407,85.13469587,-3.291432194,0.36440678,83.12349541,1.510092691,,,,,,,,,,,,,,,,,96.26607143,,75.31352941,88.79090909,93.98313953,,86.81428571,,86.40228216,98.18319502,92.86493776,,621295
15679,Rowdy Tellez,MIL,0,0,0,1,0,1,9,0,0,0.333333333,1,0,0,0,0.49,1.255040359,4.561743867,0.018009724,1,57.91168213,0.647003837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642133
15684,Miguel Castro,ARI,6,6,7,75,0,64.2,8.350517763,3.479382401,1.113402368,0.25,0.69321534,0.438202247,0.13114754,4.314434177,3.82,4.306587041,4.25794461,0.201257437,0.00595238,96.85908,0.527568545,,,,0.41765873,96.84009427,3.299965665,0.15972222,91.50861316,-1.163351756,0.41666667,83.84812128,5.304034889,,,,,,,,,,,,,,,,,83.843125,,,73.5411215,132.3578571,,,,99.64573413,99.22113095,102.7699405,,612434
15689,Luis Castillo,SEA,14,9,0,33,33,197,10.00507614,2.558375635,1.279187817,0.267206478,0.77007701,0.389210019,0.127272727,3.335025381,3.82,3.808339852,3.807006785,3.331820965,0.44309323,96.40330313,18.87093207,,,,0.17929529,96.08105978,3.236190736,0.15622077,88.45401385,-8.050316032,0.22139071,85.77578675,-0.866587784,,,,,,,,,,,,,,,,,83.345,,95.45453268,81.81759582,117.4977465,,,,96.02040816,103.4849922,101.6859341,,622491
15690,Jimmy Cordero,NYY,3,2,0,31,1,32.2,9.367349309,2.755102738,0.551020548,0.273809524,0.67251462,0.558139534,0.1,3.857143833,3.53,3.071366844,3.287704707,0.5750953,0.00585938,98.73986816,0.43486166,,,,0.70117188,97.44644548,2.992431428,0.01367188,90.97398158,-0.44301888,0.27929688,87.01474789,3.196526218,,,,,,,,,,,,,,,,,80.07142857,,173.7333333,143.0091922,99.83776224,,,,130.2495817,99.03018959,104.2727111,,622772
15734,Brad Keller,KCR,3,4,0,11,9,45.1,6.154412455,8.933824532,0.595588302,0.302325581,0.74592075,0.583333333,0.081081081,4.566176983,5.66,5.924158306,6.413291042,-0.168702975,,,,0.31014823,93.60519499,-6.017821237,0.10376283,92.83667286,0.654248897,,,,0.28164196,84.76728357,0.894204453,0.18015964,85.24072266,-0.67139836,,,,0.12428734,91.08127699,1.678123031,,,,,,,,91.36481481,120.4300578,93.81282051,66.26703297,134.9574217,,,,100.0234717,87.34886649,89.01532724,,641745
15761,Joe Jiménez,ATL,0,3,0,59,0,56.1,11.66272374,2.236686744,1.43787005,0.3,0.82720588,0.278911564,0.126760563,3.035503438,3.77,3.592318519,3.599205642,0.47264713,0.62286325,95.39791488,4.764841713,,,,,,,0.06944444,89.91169621,0.888281129,0.30662393,84.38004954,-1.892937396,,,,,,,,,,,,,,,,0.00106838,89.53333333,,122.3639794,,91.19930314,,,,110.484492,105.8745455,108.9115508,,641729
15816,Devin Williams,MIL,8,3,36,61,0,58.2,13.34659149,4.295454732,0.61363639,0.198198198,0.85020243,0.478260869,0.111111111,1.534090976,2.67,2.658449425,2.786642552,1.824831367,0.39240506,94.20036332,3.813049346,0.02848101,90.51930519,0.199885689,,,,0.57911392,83.82668773,14.86074331,,,,,,,,,,,,,,,,,,,,116.9424408,,112.2843243,,,,81.73793103,,113.9840717,99.99567511,108.6456751,,642207
15823,Zack Littell,- - -,3,6,0,28,14,90,7.400000549,1.200000089,1.300000096,0.293478261,0.72984749,0.425087108,0.119266055,4.100000304,4.24,4.021707083,4.146321994,1.138955561,0.3125,94.13172756,2.147089727,,,,0.09908537,92.93684645,0.329324972,,,,0.39405488,87.16650414,0.491461851,,,,,,,0.19435976,84.314647,-3.06591313,,,,,,,,,,73.21277108,73.88,102.6012732,,,114.7094118,92.18274843,105.1439742,104.5355267,,641793
15855,Wander Suero,LAD,1,0,0,5,0,8,10.12500121,5.625000671,2.250000268,0.210526316,0.48780488,0.38095238,0.181818181,7.875000939,3.14,6.130040702,5.153399247,-0.074804977,,,,0.59119497,90.69433594,1.680302657,0.02515723,91.5426712,-1.529353388,0.37106918,83.91441837,-0.029988214,,,,0.01257862,76.47735596,0.127584003,,,,,,,,,,,,,,56.32711864,137.95,144.1,,,,102.6393617,,87.28518519,93.96419753,95.48024691,,593833
15873,Sean Manaea,SFG,7,6,1,37,10,117.2,9.790369118,3.212464867,1.070821622,0.293159609,0.63988095,0.408805031,0.118644067,4.436261007,4.21,3.900932767,4.012226037,1.150171936,0.56676413,93.57365784,8.074389383,,,,0.00292398,93.24509684,0.44837226,0.17007797,86.55199566,4.706371699,0.26023392,82.25382578,-4.945569623,,,,,,,,,,,,,,,,,89.81833811,,89.91136167,121.1,91.79497366,,,,90.91695491,100.7465512,96.17717095,,640455
15890,Luis Severino,NYY,4,8,0,19,18,89.1,7.958955677,3.425373329,2.317164311,0.326086957,0.65943239,0.422297297,0.209090909,6.64925411,5.89,6.143100225,4.831928803,-0.509417668,0.44559902,96.61890636,-16.91847184,0.11858191,91.73227464,1.667778168,0.02750611,95.60975477,1.60521571,0.18520782,86.78928609,-4.275244523,0.22310513,85.32366492,-9.511430748,,,,,,,,,,,,,,,,,80.38688525,,103.0816076,92.44222222,125.9684039,,109.7065306,,103.6545207,103.2610984,101.1590321,,622663
15947,Ryne Stanek,HOU,3,1,0,55,0,50.2,9.059211663,3.730263626,1.42105281,0.257575758,0.75757576,0.307142857,0.103896103,4.085526828,4.04,4.597145791,5.057173843,0.069852062,0.6408776,98.18678209,7.570540901,,,,,,,,,,0.17551963,88.59513775,-2.549118053,,,,,,,0.1812933,89.23054961,-0.978992984,,,,,,,0.00230947,,,128.2306306,,153.2644737,,,116.7713376,130.5524306,99.08020833,107.2173611,,592773
16074,Nick Burdi,CHC,0,0,0,3,0,3,12,9,0,0.375,0.5,0.25,0,9,3,3.588373693,6.343959949,0.013135273,0.70689655,98.01647056,-0.158934712,,,,,,,,,,0.29310345,87.49424115,-0.880192358,,,,,,,,,,,,,,,,,,,130.6195122,,125.4470588,,,,129.1034483,89.60862069,99.26551724,,595897
16122,Jordan Romano,TOR,5,7,36,59,0,59,10.98305227,3.661017423,0.915254356,0.291666667,0.82317073,0.364864864,0.089552238,2.89830546,3.25,3.458430216,4.013931432,1.153829694,0.4579235,96.70826186,3.160469547,,,,,,,,,,0.5420765,86.88062311,5.701564629,,,,,,,,,,,,,,,,,,,137.3544365,147.9,115.3504032,,,,125.0646476,98.87433921,104.2167401,,605447
16128,John Curtiss,NYM,0,0,0,15,0,19.2,7.322034845,3.661017423,1.372881533,0.259259259,0.72115385,0.403508771,0.12,4.576271778,3.23,4.83131175,4.949979249,-0.037865121,0.55481728,94.08739942,1.047993645,,,,0.00332226,93.02529907,0.041571688,0.0166113,87.37172241,0.34228104,0.42524917,86.73255157,-0.41118874,,,,,,,,,,,,,,,,,45.95,,85.93154762,,104.5671875,,,,93.32533333,95.08833333,92.803,,595928
16137,Carlos Rodón,NYY,3,8,0,14,14,64.1,8.953368584,3.917098755,2.098445762,0.285714286,0.60526316,0.271276595,0.151515151,6.854922822,5.34,5.788719316,5.301908246,-0.082678102,0.60318866,95.4709928,-6.747308701,,,,,,,0.0425155,85.61291504,0.458871894,0.28520815,85.61619274,0.055059459,0.06908769,79.99790915,-3.097002894,,,,,,,,,,,,,,84.2,102.0958904,106.4471366,,126.4678899,,,,111.2169611,96.96060071,100.1981449,,607074
16149,Aaron Nola,PHI,12,9,0,32,32,193.2,9.387263832,2.091222141,1.4870913,0.28460039,0.6640625,0.426199261,0.15609756,4.4612739,3.71,4.029567078,3.63165196,3.866112709,0.29608034,92.87470083,-0.218454145,0.07450599,86.47015965,0.915097654,0.18853256,91.78431728,3.336233821,0.12439261,85.99434408,0.014595661,,,,0.3164885,79.45318897,4.603650372,,,,,,,,,,,,,,70.11,,95.46307692,99.97086207,,117.6365404,110.9295652,,101.2310982,107.1815679,105.7897311,,605400
16162,Brandon Woodruff,MIL,5,1,0,11,11,67,9.940298507,2.014925373,1.208955224,0.203947368,0.9030837,0.364779874,0.125,2.28358209,2.82,3.598323942,3.628791498,1.450810432,0.41514861,95.8814593,4.950727526,,,,0.2147651,95.02324568,5.442865662,0.19654842,85.81068979,6.56338333,0.0987536,86.77843409,-0.382420477,0.0738255,82.93100649,0.018915474,,,,,,,,,,,,,0.00095877,110.982439,88.84512195,125.260514,107.5336245,108.2666667,,,,114.3341323,106.621093,110.1541707,,605540
16207,Spencer Turnbull,DET,1,4,0,7,7,31,6.967742364,4.354838978,1.451612993,0.326530612,0.60416667,0.485148514,0.151515151,7.258064963,6.12,5.545363081,5.208608476,-0.051454693,,,,0.3981982,93.39043941,-2.289463237,0.2,93.91143194,1.084232256,0.10990991,88.1479172,-1.458511569,0.22342342,84.28551852,-1.542895734,0.06846847,79.20697985,-2.753278274,,,,,,,,,,,,,,122.0786885,92.35526316,91.77288889,90.57943925,104.2217742,,,,97.74324324,100.3974775,96.9581982,,605513
16209,Jake Reed,LAD,0,0,0,1,0,0.2,13.50001408,13.50001408,13.50001408,1,0,0.6,0.5,81.00008449,14.34,24.25506226,9.71510236,-0.078250073,0.03448276,91.82540131,-0.019056335,0.13793103,85.20077515,-0.224420302,0.34482759,88.6354126,-0.566984631,0.03448276,82.01899719,-0.852780581,0.44827586,80.30201134,-1.949469291,,,,,,,,,,,,,,,,,42.8,,149.9,49.4,99.1,,70.6,,77.84137931,96.7,86.29655172,,596082
16233,Tejay Antone,CIN,0,0,0,5,1,5.2,11.11764831,3.176470945,0,0.25,0.8,0.666666666,0,1.588235472,2.67,1.843275495,2.426811474,0.194462895,0.2,94.2795834,0.199228067,,,,0.2,93.25112576,0.555380605,,,,0.18888889,83.84880156,1.507866904,0.41111111,79.54107666,-0.055103857,,,,,,,,,,,,,,,112.3,86,82.35555556,107.8555556,,,,100.1622222,98.09222222,95.40444444,,622088
16256,Kyle Freeland,COL,6,14,0,29,29,155.2,5.434689863,2.428265683,1.676659638,0.309197652,0.70749736,0.399624765,0.136792452,5.029978915,5.7,5.297867045,5.127699402,1.134107828,0.18019884,89.03742816,6.298630692,,,,0.28956089,88.85965442,-7.762804158,0.11888981,84.39761406,-9.150034808,0.23570837,84.32006536,-2.885999043,0.17564209,80.76252027,-6.356891278,,,,,,,,,,,,,,47.47823129,,67.90855856,66.83665689,64.78315789,96.42995283,,,69.84349627,102.8757249,93.71839271,,607536
16258,Aaron Bummer,CHW,5,5,0,61,0,58.1,12.03428991,5.554287651,0.617143072,0.340277778,0.55429864,0.58219178,0.137931034,6.788573796,3.58,3.580754759,3.511278178,0.761147618,0.06096451,94.74508075,-0.596037868,0.10646042,87.4600611,-1.016903132,0.44767971,94.59364679,-1.235733312,0.00454959,88.02614136,-0.42667117,0.38034577,82.72974918,4.930603988,,,,,,,,,,,,,,,,,90.45,,93.32131148,80.88353414,131.7983254,,96.41724138,,102.5701533,94.91803427,97.16708747,,607481
16269,John Means,BAL,1,2,0,4,4,23.2,3.802817004,1.521126801,1.521126801,0.130434783,0.88709677,0.287671232,0.097560975,2.661971902,4.58,5.240955906,5.908030089,0.159399182,0.41887906,91.74894091,0.704250507,,,,,,,0.33333333,80.93905559,4.561198786,0.15044248,85.40964882,1.553407494,0.09734513,77.73868815,-1.268616874,,,,,,,,,,,,,,108.6371681,111.6,103.0605634,,96.87843137,,,,103.5678466,102.9053097,105.5911504,,607644
16306,Gerardo Reyes,LAA,0,0,0,8,0,9.2,9.31034544,5.586207264,1.862069088,0.310344828,0.61728395,0.354838709,0.153846153,7.448276352,5.7,6.358488839,5.892306685,-0.115590125,0.5462963,96.48320809,1.141262177,,,,0.12962963,95.12710135,-0.722413167,,,,0.32407407,82.98556083,-3.867343973,,,,,,,,,,,,,,,,,,,119.5754237,97.66071429,106.75,,,,112.5782407,103.6046296,105.9185185,,622103
16350,Ryan Borucki,PIT,4,0,0,38,2,40.1,7.363638337,0.892562223,0.892562223,0.205607477,0.80985915,0.467889908,0.095238095,2.454546112,3.33,3.50297431,3.935390302,0.63378273,,,,,,,0.20265152,94.00498634,0.688460771,0.11174242,84.55036952,2.271945696,0.68560606,86.70859254,6.957095835,,,,,,,,,,,,,,,,,87.35254237,,,96.86635514,107.6495126,,,,97.8275516,103.1450686,101.9628162,,621366
16357,Pablo Reyes,BOS,0,0,0,2,0,2,0,18,0,0.333333333,0.85714286,0.666666666,0,4.5,8.79,9.255040359,10.90839211,-0.051856235,0.38636364,75.84220617,0.640940879,,,,,,,0.52272727,41.39264712,-1.816253323,0.09090909,66.47807312,-0.107061386,,,,,,,,,,,,,,,,,-16.3,106.4,,,,,,,45.05,80.05,74.05,,622569
16358,Tyler Mahle,MIN,1,2,0,5,5,25.2,9.818182061,1.753246797,1.753246797,0.265625,0.8,0.376811594,0.161290322,3.155844234,3.23,4.190105318,3.654543137,0.373107046,0.51781473,92.78348086,2.34667917,0.02137767,84.93020291,1.139210101,,,,,,,0.26365796,83.97228674,-0.103450716,,,,,,,0.19714964,85.00541227,-1.56631168,,,,,,,,,,121.690367,,103.9459459,,43.97777778,99.62409639,110.7537897,105.6356968,105.4388753,,641816
16400,Reynaldo López,- - -,3,7,6,68,0,66,11.31818362,4.636364373,1.090909264,0.276315789,0.81300813,0.392405063,0.115942028,3.272727793,4.01,3.906555615,4.059302169,0.764826417,0.64117647,98.38097841,11.46822814,,,,,,,0.05462185,88.63281766,0.405916862,0.29243697,88.08850448,-3.232106365,0.01176471,81.24518694,-0.003487527,,,,,,,,,,,,,,94.12615385,108.3363636,123.8223226,,135.2596591,,,,125.4354296,98.95929862,103.1192418,,625643
16401,Yonny Chirinos,- - -,5,5,0,20,9,85,5.611765084,2.858823722,1.588235401,0.284644195,0.68627451,0.455516014,0.159574468,5.400000364,6.24,5.431511094,4.965805944,-0.282318816,0.01415797,93.07884618,0.086107459,,,,0.46646796,92.54396091,-1.184750799,0.00074516,89.36329651,-0.038701233,0.2585693,88.97175849,-7.54750054,,,,,,,0.26005961,85.14825282,1.582018495,,,,,,,,,,61.44166667,105.3503975,97.07052023,,,118.7851312,106.2007015,99.05799242,91.9203413,,630023
16408,Victor González,LAD,3,3,0,34,1,33.2,8.019803963,2.673267988,0.534653598,0.277777778,0.67204301,0.54347826,0.086956521,4.009901982,3.21,3.403555248,3.760795643,0.369022431,,,,,,,0.6372549,94.67830435,4.734099064,0.06470588,87.27410334,1.425750412,0.29803922,86.16520811,0.730508529,,,,,,,,,,,,,,,,,75.18387097,,,76.01458384,97.14655458,,,,82.06644339,95.98823123,96.75237446,,624647
16424,Jordan Luplow,MIN,0,1,0,2,0,1.1,0,0,6.750001609,0,-1.66666667,0.2,0.25,13.50000322,4.51,15.25504322,10.46509734,-0.165345803,1,55.10069929,-0.771277003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656669
16451,Luis Guillorme,NYM,0,0,0,1,0,1,0,0,0,0.25,1,0,0,0,13.83,3.255040359,8.215095621,0.017863281,1,69.6449941,0.319827083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641645
16466,Brent Honeywell,- - -,2,4,0,40,0,52.1,7.738854537,3.955414541,1.719745453,0.284768212,0.7761194,0.4875,0.192307692,4.815287268,5.74,5.624467428,4.783211733,-0.415949211,0.47619048,94.9565842,-2.464521918,0.0021164,90.70669556,-0.058499254,,,,0.26666667,87.47541107,-3.158303719,0.17777778,81.74069359,2.241522156,,,,,,,,,,,,,0.07619048,80.3879581,-2.372200422,0.0010582,91.454,,71.30178971,143.4333333,119.3500392,,,,88.23650698,97.43173085,94.24689786,,641703
16502,Ryan Yarbrough,- - -,8,7,2,25,9,89.2,6.724907397,1.405204531,1.304832779,0.301818182,0.73146293,0.39084507,0.111111111,4.516728849,4.39,4.381434467,4.654023573,0.852439396,0.30950679,87.14145158,1.854358468,0.2494639,84.33688048,4.937055066,,,,0.18227305,78.60912129,-6.217206817,0.25875625,72.00026909,-1.419833638,,,,,,,,,,,,,,,,,60.66216216,101.7124324,,75.63333333,,,76.84857955,,78.81190334,104.8238536,96.91974225,,642232
